Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2013","2013","kcal/cap/d","1860","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2014","2014","kcal/cap/d","1862","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2015","2015","kcal/cap/d","1864","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2016","2016","kcal/cap/d","1864","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2017","2017","kcal/cap/d","1866","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1868","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2019","2019","kcal/cap/d","1869","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2020","2020","kcal/cap/d","1869","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/cap/d","1870","E","Estimated value",""
"FS","Suite of Food Security Indicators","096","Brunei Darussalam","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2022","2022","kcal/cap/d","1869","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2002","2002","Int$/cap","1652.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2003","2003","Int$/cap","1761.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2004","2004","Int$/cap","1909.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2005","2005","Int$/cap","2124.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2006","2006","Int$/cap","2313.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2007","2007","Int$/cap","2505.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2008","2008","Int$/cap","2629.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2009","2009","Int$/cap","2592.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2010","2010","Int$/cap","2707","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2011","2011","Int$/cap","2856.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2012","2012","Int$/cap","3021.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2013","2013","Int$/cap","3197.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2014","2014","Int$/cap","3378.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2015","2015","Int$/cap","3565.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2016","2016","Int$/cap","3761.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2017","2017","Int$/cap","3972.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","Int$/cap","4217.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2019","2019","Int$/cap","4464.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","Int$/cap","4276.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","Int$/cap","4354.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","21.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","20.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","19.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","17.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","16.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","15.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","15.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","13.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","11.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","8.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","8.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","8","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","7.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","6.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","6.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","5.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","4.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","4.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20012003","2001-2003","million No","2.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20022004","2002-2004","million No","2.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20032005","2003-2005","million No","2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20042006","2004-2006","million No","2.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20052007","2005-2007","million No","2.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20062008","2006-2008","million No","2.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20072009","2007-2009","million No","2.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20082010","2008-2010","million No","1.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20092011","2009-2011","million No","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20102012","2010-2012","million No","1.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20112013","2011-2013","million No","1.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20122014","2012-2014","million No","1.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20132015","2013-2015","million No","1.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20142016","2014-2016","million No","1.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20152017","2015-2017","million No","1","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","0.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","0.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","0.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","16.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","15.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","18.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","14.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","12.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","15.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","14","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","12.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","15.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","13.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","12.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","15.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","14","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","12.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","15.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","15.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","13.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","16.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","14.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","13.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","16.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","14.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","12.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","16.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","12.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","10.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","13.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","11.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","10.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","13.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","11.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","9.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","12.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","11.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","9.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","13.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","12.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","10.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","14.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","12.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","10.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","14.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","19.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","17.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","21.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","16.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","14.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","17.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","16.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","14.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","17.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","15.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","14.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","17.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","16.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","15.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","18.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","17.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","16.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","19.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","17.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","15.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","18.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","2.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","2.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","2.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","2.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","2.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","2.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","2.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","2.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","1.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","2.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","2.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","2.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","2.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61321","Confidence interval: Lower bound","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","2.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","61322","Confidence interval: Upper bound","210071","Number of severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","2.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","116","Cambodia","6132","Value","210071","Number of severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","2.5","A","Official figure","FAO data"
